Word;Translation;State
diffident;"неуверенный в себе, застенчивый, робкий, недоверчивый, скрытный";0
diffusion;"диффузия, распространение, рассеивание";0
digestion;"пищеварение, переваривание, усвоение";0
digging;"копание, рытьё, земляные работы, выемка грунта, вскапывание, рытьё носом, старательные, напряжённые занятия, рудник, копи, прииски, раскопки, жилище, жильё, нора, местность, округа";0
digital;"цифровой, дискретный, числовой, численный, пальцевой";0
dignified;"обладающий чувством собственного достоинства, горделивый, величавый";0
dignify;"облагораживать, придавать лоск, достоинство";0
digress;"отвлекаться, отклоняться, отступать";0
dilapidated;"ветхий, полуразвалившийся, полуразрушенный, обветшалый";0
dilate;"расширяться, расширять, распространяться";0
dilemma;"дилемма, необходимость выбора";0
dilution;"разбавление, разведение, растворение, разубоживание, разжижение";0
diminutive;"миниатюрный, уменьшительный, маленький, крохотный";0
dimple;"ямочка, ямка, углубление";0
din;"шум, грохот, гул, вдалбливать";0
diner;"обедающий, гость, приглашённый к обеду, вагон-ресторан, закусочная, построенная и оформленная по типу вагона-ресторана";0
ding;"звенеть подобно металлу, колоколу";0
dinghy;"ялик, тузик";0
dingy;"грязный, тусклый, выцветший";0
dining;обедать;0
dinky;"маленький, малозначительный, пустяковый";0
dinosaur;динозавр;0
dint;"след, вмятина, отпечаток оставлять след, вмятину, отпечаток";0
diocese;епархия;0
dioxide;"двуокись, диоксид, двуоксид";0
diphtheria;"дифтерия, дифтерит";0
diplomacy;дипломатия;0
diplomat;"дипломат, политик";0
diplomatic;"дипломатический, дипломатичный";0
directive;"директива, инструкция, указание, директивный, распоряжение, руководящее указание, установка";0
disability;"инвалидность, потеря трудоспособности, нетрудоспособность, неспособность, недееспособность";0
disadvantage;"недостаток, неблагоприятное положение, неудобство, помеха, убыток";0
disadvantaged;"малоимущий, неимущий ";0
disagree;"расходиться, противоречить, расходиться во мнениях";0
disagreement;"разногласие, несогласие, расхождение, несовпадение, несоответствие, несогласованность";0
disallow;"не признавать, отвергать";0
disappear;"исчезать, пропадать, теряться";0
disappearance;исчезновение;0
disappointing;"неутешительный, разочаровывающий, печальный";0
disapproval;"неодобрение, осуждение, порицание";0
disapprove;"не одобрять, осуждать";0
disapproving;неодобрительный;0
disarm;"разоружать, разоружаться, обезоруживать";0
disarmament;"демилитаризация, разоружение";0
disarray;"беспорядок, замешательство, смятение, беспорядок в одежде, небрежный костюм, приводить в беспорядок, замешательство, смятение, раздевать, снимать одежду";0
disastrous;"гибельный, бедственный, губительный";0
disband;"распускать, расформировывать";0
disbelief;"неверие, недоверие";0
disburse;"платить, оплачивать, расплачиваться";0
discernible;"видимый, различимый, видный, заметный";0
disciplinary;"дисциплинарный, исправительный, дисциплинирующий, воспитывающий, относящийся к определённой дисциплине, отрасли знания";0
disconnect;"отключать, отсоединять, разъединять, размыкать, выключать, разобщать";0
discontinue;"прекращать, прерывать, останавливать";0
discontinuity;"разрыв, неоднородность, скачок, прерывистость, разрывность, разрыв непрерывности, прерывность, нарушение непрерывности";0
discontinuous;"разрывный, прерывистый, дискретный, прерывный, скачкообразный";0
discord;"разногласие, несовпадение, расхождение, противоречие, борьба, раздор, разлад, вражда, резкий шум, режущие ухо звуки, диссонанс, неблагозвучие, не совпадать, расходиться, противоречить, звучать диссонансом";0
discouraged;"унылый, обескураженный, удручённый, лишённый мужества, воли";0
discovery;"открытие, обнаружение, находка, раскрытие, обретение";0
discredit;"дискредитировать, дискредитация, позорить";0
discreetly;"осторожно, осмотрительно, обдуманно, сдержанно     ";0
discretionary;"дискреционный, действующий по своему усмотрению, предоставленный на собственное усмотрение";0
discrimination;"дискриминация, разграничение, различение, разборчивость, установление различий, избирательность";0
discursive;"беспорядочный, хаотичный, бессвязный, разбросанный, отклоняющийся, отступающий, отвлекающийся, дискурсивный, совершаемый путём логических умозаключений, рассудочный, обоснованный предшествующими рассуждениями";0
discus;"диск, метание диска";0
disgraceful;позорный;0
disgruntled;"раздражённый, рассерженный, недовольный";0
disgusted;"чувствующий отвращение";0
disharmony;"дисгармония, диссонанс";0
dishonestly;бесчестно;0
dishwasher;"посудомоечная машина";0
disincentive;"сдерживающее средство, препятствие";0
disinclined;"несклонный, нерасположенный";0
disinfect;"дезинфицировать, обеззараживать  ";0
disingenuous;"неискренний, лицемерный, хитрый, хитроумный, изворотливый";0
disintegrate;"распадаться, разлагать, дезинтегрировать, расщепляться";0
disinterested;"бескорыстный, незаинтересованный";0
dislodge;"выбивать, вытеснять, вышибать";0
disloyal;"неверный, нелояльный";0
dismal;"унылый, мрачный";0
dismember;"отрезать, лишать, разделять, расчленять, разрывать, разделять на части, лишать членства, исключать из членов   ";0
dismissal;"увольнение, освобождение, отставка, прекращение, роспуск, отклонение, высвобождение";0
disobedient;"непослушный, непокорный";0
disobey;"не повиноваться, не подчиняться, не слушаться";0
disorganized;"неорганизованный, спонтанный, незапланированный";0
disparage;"принижать, умалять, порочить";0
disparate;"несоизмеримый, несходный, неодинаковый";0
displacement;"смещение, перемещение, водоизмещение, рабочий объем, вытеснение, сдвиг, замещение, дислокация";0
disposable;"доступный, имеющийся в распоряжении, наличный, выбрасываемый, разовый, одноразовый, одноразовый предмет, предмет одноразового использования, товары недлительного пользования, товары или услуги повседневного спроса";0
dispose;"располагать, распоряжаться, отчуждать, удалять, ликвидировать, убирать, размещать, распределять";0
disposition;"расположение, характер, настроение, распоряжение, диспозиция, нрав, отчуждение, склонность, постановление, дислокация";0
disprove;"опровергать, доказывать ложность, ошибочность, несостоятельность чего-л.";0
disqualify;"дисквалифицировать, лишать права";0
disquiet;"беспокойство, тревога, беспокоить, волнение";0
disregard;"безразличие, невнимание, равнодушие, невнимательность, неуважение, относиться небрежно, игнорировать";0
disrepair;"ветхость, плохое состояние, неисправность";0
disrespect;"неуважение, непочтительность";0
disruption;"нарушение, срыв, разрушение, разрыв, подрыв, крушение, распад";0
disruptive;"разрушительный, опустошительный, нарушающий, подрывной, пробивной, разрядный";0
dissatisfaction;"неудовлетворённость, недовольство ";0
dissatisfy;"не удовлетворять, вызывать недовольство";0
dissect;"препарировать, вскрывать, рассекать, анатомировать, разбивать";0
disseminate;"распространять, рассеивать, сеять";0
dissension;"разногласие, раздор, разлад, раскол";0
disservice;"плохая услуга, ущерб, вред";0
dissident;"диссидент, инакомыслящий, раскольник";0
dissolution;"растворение, расторжение, роспуск, ликвидация, разложение";0
dissuade;"отговаривать, разубеждать";0
distal;"отдалённый от центра, периферический";0
distaste;"отвращение, неприязнь питать отвращение, испытывать неприязнь";0
distemper;"чумка, смута, клеевая краска";0
distil;"дистиллировать, перегонять, гнать";0
distinction;"различие, отличие, разница, разграничение, различение, особенность, отличительный признак, отлично, отличительная особенность";0
distinctive;"отличительный, характерный, особый";0
distinctly;"отчетливо, ясно, заметно";0
distinguished;"выдающийся, отмеченный";0
distorted;"кривой, перекошенный, искажённый, искривлённый, деформированный, покоробленный";0
distortion;"искажение, перекос, деформация, извращение, искривление, дисторсия, деформирование, коробление";0
distraction;"отвлечение внимания, то, что отвлекает внимание, развлечение, беспорядок, раздоры, распри, возбуждение, помрачение рассудка, безумие";0
distraught;"потерявший рассудок, обезумевший";0
distressed;"бедствующий, страдающий, потерпевший аварию, испытывающий экономические трудности, кризисный ";0
distressing;"огорчительный, печальный, горестный";0
distributed;распределенный;0
distrust;"недоверие, сомнение, подозрение не доверять, сомневаться, подозревать";0
disturbance;"возмущение, нарушение, беспорядки, беспорядок, расстройство, волнение, беспокойство, помеха, тревога, отклонение";0
disturbing;"беспокоящий, волнующий, возмущающий";0
disuse;"неупотребление перестать употреблять, применять что-л., перестать пользоваться чем-л.";0
disused;"вышедший из употребления";0
dither;"сильное возбуждение, находиться в крайнем возбуждении";0
ditto;"то же самое, та же сумма ";0
diuretic;"диуретик, мочегонный, мочегонное средство";0
divan;"диван, зал заседаний дивана, тахта, оттоманка, курительная комната, табачная лавка, диван ";0
diver;водолаз;0
diversification;"расхождение, многообразие, разнообразие, диверсификация, распространение промышленно-хозяйственной деятельности на новые сферы ";0
diversified;"многосторонний, различный, разнообразный, разносторонний, разный";0
diversify;"диверсифицировать, разнообразить, разносторонне развивать";0
diversion;"развлечение, отвлечение, переключение, отклонение, отвод";0
divest;"лишать, разоблачать";0
dividend;"дивиденд, делимое";0
diving;"ныряние, окунание, погружение, погружение, водолазное дело, дайвинг, пикирование, прыжки в воду ныряющий, бросающийся в воду, прыгающий в воду, погружающийся, водолазный, пикирующий";0
divinity;"божество, божественность, богословие";0
division;"отдел, деление, дивизия, разделение, подразделение, отделение, раздел, дивизион, секция";0
divisional;"относящийся к делению, предназначенный для деления, относящийся к административному делению, дивизионный, относящийся к дивизиону ";0
divisive;"сеющий распри, вызывающий рознь, разногласия";0
divorced;"в разводе, развелись";0
divulge;"разглашать, раскрывать";0
dj;"диск-жокей, диджей";0
dna;"днк, дезоксирибонуклеиновая кислота";0
docile;"послушный, покорный";0
docklands;"район доков";0
dockyard;"верфь, судоремонтная верфь";0
doctorate;"докторская степень";0
doctrine;"доктрина, учение, догмат, догма";0
documentary;"документальный, документарный, документальный фильм";0
documentation;"документация, документы, документальная информация, документирование, подтверждение документами, выпуск технической документации, документалистика, снабжение регистрационными документами ";0
dodger;"увёртливый человек, хитрец";0
dodgy;"изворотливый, ловкий, нечестный, с хитрецой";0
doe;"от  министерство энергетики ";0
dogged;"собака, пес, собачка, кобель, упор, самец, травить собаками";0
dogmatic;"догматический, догматичный, безапелляционный";0
doing;"акт, действие, деятельность, поведение, образ действий, дела, поступки, свершения, нахлобучка, нагоняй, взбучка, порка, трёпка, штука, штуковина,, экскременты";0
dollar;доллар;0
dollop;"ложка, небольшое количество ";0
dominance;"господство, доминирование, доминантность, преобладание, лидерство";0
dominate;"доминировать, преобладать, господствовать, властвовать, возвышаться, мажорировать";0
domination;"господство, доминирование, власть";0
dominican;"доминиканский, доминиканец, доминиканка";0
dominion;"доминион, господство, владычество";0
"domino ";"домино, кость";0
don;"надевать, дон, господин";0
donation;"пожертвование, дарение, дар, дарственная";0
doodle;"болван, дурень, олух";0
doomed;"обреченный, осужденный";0
doomsday;"судный день, конец света, светопреставление";0
doorbell;"дверной звонок";0
doorman;"привратник, швейцар";0
doorstep;"порог, толстый ломоть хлеба находиться возле дома знаменитого человека, надеясь взять интервью или сделать фотографию ";0
dormant;"дремлющий, спящий, бездействующий";0
dorsal;"дорсальный, спинной";0
dose;"доза, порция, дозировать";0
dossier;"досье, дело";0
dotty;"немного чудаковатый, странный, нелепый, вздорный, абсурдный, одержимый, ослеплённый, точечный, пунктирный поражённый гнилью ";0
"double click";"двойной клик";0
doubly;"вдвое, вдвойне, дважды, двояко, нечестно, предательски, обманным путём";0
doubtful;"сомнительный, недостоверный";0
doubtless;"несомненно, несомненный, бесспорный";0
dour;"непреклонный, строгий, суровый";0
douse;"окунаться, погружаться в воду, смачивать, мочить, заливать, гасить, тушить";0
dowdy;"некрасивый, немодный, неэлегантный";0
downcast;"нисходящий, направленный вниз, потупленный, грустный, печальный, подавленный, вентиляционная шахта ";0
downfall;"падение, гибель, крушение";0
downhill;"под гору, скоростной спуск";0
downing;даунинг;0
download;"загружать, скачивать";0
downpour;ливень;0
downright;"прямой, прямо";0
downs;падения;0
downside;"нижняя сторона, недостаток, обратная сторона, понижательная тенденция";0
downstairs;"нижний, расположенный в нижнем этаже, расположенный внизу здания, низ, нижний этаж";0
downstream;"вниз по течению, ниже по течению, низовой";0
"downwards ";вниз;0
downwind;"по ветру";0
dowry;"приданое, выкуп, природный талант, дарование, дар";0
doze;"дремать, дремота";0
dozy;"дремлющий, сонный";0
dr;"доктор, улица, проезд ";0
drab;"серый, тускло-коричневый, желтовато-серый";0
draconian;"драконовский, суровый, жестокий";0
dragonfly;стрекоза;0
dragons;драконы;0
drainage;"дренаж, слив, сток, канализация, осушение, дренирование";0
drake;"селезень муха старинная скандинавская галера с изображением дракона на носу";0
dramatic;"драматический, резкий, драматичный, яркий";0
dramatically;"эффектно, ярко, впечатляюще";0
drape;"драпировка, драпировать";0
drastically;"решительно, радикально, применяя сильнодействующие медицинские средства";0
draught;"сквозняк, глоток, осадка, тяга, шашка, тягловый, доза";0
dreaded;"страх, бояться, ужас, страшиться, грозный";0
dreadful;"ужасный, страшный";0
dreary;"тоскливый, безотрадный, грустный";0
dredge;"драга, драгировать, землечерпалка";0
dressed;одетый;0
dresser;"костюмер, человек, одетый или одевающийся определённым образом, оформитель витрин, специалист по отделке, отделочник, ассистент, хирургическая сестра, сортировщик, обогатитель, буфет, комод с зеркалом";0
dressing;"повязка, разделка, перевязка, одевание, перевязочный материал, зачистка, заправка, обогащение, отделка, подкормка";0
"dressing gown ";халат;0
dressmaker;портниха;0
dribble;"капать, подтекание";0
dried;"сухой, сушеный, высушенный, засохший, вяленый, засушенный";0
drilling;"сверление, высверливание, просверливание, бурение, обычно стружка от сверления, сверлильная стружка, обычно буровой шлам, буровая мука, подготовка, тренировка, отработка, зубрёжка, строевые учения, строевая подготовка, муштра, рядовой посев, посев рядами, посев рядовой сеялкой";0
drily;сухо;0
drinker;"тот, кто пьёт, пьяница, алкоголик, поилка ";0
drinking;"питьевой, пьющий, пьет";0
"drinking water";"питьевая вода";0
driveway;"дорога, проезд, путь, подъездная дорожка ";0
driving;"привод, ведущий, движущий, управление, вождение, приводной, езда, возбуждение, забивка, задающий";0
"driving licence";"водительские права";0
drone;"гудеть, жужжать, гудение, трутень, жужжание, беспилотный самолет";0
drool;"слюна, плевок";0
droop;"поникать, свисать, увядать, спад";0
drowsy;"сонный, дремлющий, усыпляющий, вялый";0
drudge;"выполнять тяжёлую монотонную работу, заставлять делать тяжёлую работу человек, выполняющий тяжёлую, монотонную работу";0
drummer;"барабанщик, коммивояжёр, вор, бродяга";0
drunkard;"пьяница, алкоголик";0
drunken;"пьяный, напившийся, захмелевший, свойственный пьяным";0
dryer;сушилка;0
"dual carriageway  ";"дорога, шоссе с разделительной полосой ";0
duchess;"герцогиня ";0
duchy;герцогство;0
duct;"труба, канал, проток, волновод, короб";0
duel;"дуэль, поединок";0
duet;дуэт;0
duly;"должным образом, надлежащим образом, в должное время";0
dumpling;"клёцка, яблоко, запечённое в тесте, коротышка, пышка";0
dumpy;"подавленный, унылый, печальный, как в воду опущенный";0
dun;"серовато-коричневый, буланый";0
dune;"дюна, бархан";0
dung;"навоз, помет, удобрять";0
dungaree;"джинсовая ткань, рабочие брюки из грубой хлопчатобумажной ткани";0
dungeon;"темница, подземелье";0
duodenal;дуоденальный;0
duopoly;"монополия двух конкурирующих компаний";0
dupe;"простофиля, несообразительный человек, жертва обмана обманывать, одурачивать, вводить в заблуждение, ловчить, надувать, дубликат, копия, негатив, сделанный с позитивной копии, дублировать, озвучивать отснятый фильм";0
duplex;"дуплексный, дуплекс, двухсторонний, сдвоенный, двойной, спаренный";0
duplication;"дублирование, удвоение, дублирующий, копирование, дупликация";0
duress;принуждение;0
dustbin;"мусорный ящик";0
dustman;мусорщик;0
dusty;"пыльный, покрытый пылью, содержащий осадок, мелкий, как пыль, размельчённый, похожий на порошок, неинтересный, сухой, неубедительный, неопределённый, неудовлетворительный, сероватый, тусклый, блёклый ";0
dutch;"голландский, нидерландский язык, немецкий язык";0
duvet;"пуховое одеяло";0
dwelling;"жилище, дом, жилье, проживание";0
dying;"умирающий, погибающий, смерть, умирание, угасающий, гибнущий, предсмертный, угасание, затухание";0
dyke;"дамба, плотина";0
dynamic;"динамический, динамичный, функциональный";0
dynamics;"динамика, движение";0
dynamism;динамизм;0
dynamite;"динамит, динамитный";0
dynamo;"динамо, динамомашина, динамо-машина";0
dynasty;династия;0
dysentery;дизентерия;0
dysfunction;"дисфункция, нарушение функции";0
dystrophy;дистрофия;0
"e.g. ";например;0
"each other";"друг друга";0
eagerly;"горячо, пылко, страстно";0
eagle;"орёл, орёл, символ, эмблема, отличительный знак на погонах полковника, орёл   монета с изображением орла, старая американская золотая монета достоинством в  долларов, фронтон, искусственная наживка";0
earache;"ушная боль";0
earl;"граф ";0
earlier;ранее;0
earliest;раннее;0
earmark;"предназначать, ассигновать";0
earnings;"доход, заработок, выручка";0
earpiece;"раковина телефонной трубки, наушник, головной телефон";0
earrings;серьги;0
earthenware;"глиняная посуда, гончарные изделия";0
easel;"мольберт, подставка, пюпитр, опорная стойка, опора";0
easier;"легче, полегче";0
easiest;простой;0
easily;"легко, нетрудно, без труда, свободно, слегка, беспрепятственно";0
eastern;восточный;0
eating;"едящий, еда";0
eavesdrop;подслушивать;0
ebb;"от  самого высшего качества";0
ebony;"черное дерево, эбеновый, эбеновое дерево, черный как смоль";0
eccentric;"эксцентричный, чудак, эксцентрический, странный, эксцентрик, эксцентриковый, оригинал, экстравагантный, эксцентричный человек";0
ecclesiastical;"церковный, духовный";0
echelon;"эшелон, звено, уступ, эшелонировать";0
eclectic;"эклектичный, эклектик, эклектический";0
eco-friendly;"экологически чистый";0
ecological;экологический;0
economic;"экономический, хозяйственный";0
economical;"бережливый, расчётливый, экономичный, экономный, вещественный, материальный, реальный";0
economically;"экономически, экономно, хозяйственно";0
economy;"экономика, хозяйство, экономия, экономичность, бережливость, экономность, сбережение";0
ecstasy;"экстаз, экстази";0
ecstatic;"восторженный, экстатический";0
ecumenical;"вселенский, экуменический";0
eddy;"водоворот, вихревой, вихрь, завихрение";0
edgy;"взвинченный, нервный";0
edict;"указ, эдикт";0
editing;"редакторский, редакционный редактирование";0
edition;"издание, выпуск, редакция, тираж";0
editor;"редактор, издатель";0
editorial;"редакторский, редакционный передовая, редакционная статья, передовица";0
educated;образованный;0
educational;"образовательный, учебный, педагогический, воспитательный";0
educator;"педагог, воспитатель";0
eel;угорь;0
eerie;"жуткий, зловещий, мрачный, сверхъестественный, испытывающий необъяснимый страх, суеверно боязливый, суеверный";0
effect;"эффект, воздействие, последствие, влияние, действие, сила, результат, следствие, производить, осуществлять";0
effectively;эффективно;0
effectiveness;"эффективность, результативность, действенность, экономичность";0
efficiency;"эффективность, кпд, производительность, коэффициент полезного действия, полезное действие, работоспособность, продуктивность, отдача, оперативность, деловитость";0
efficiently;"эффективно, рационально";0
effluent;"сброс, выходящий";0
egalitarian;"уравнительный, эгалитарный поборник равноправия";0
eggshell;"яичная скорлупа, бледно-жёлтый цвет, матовая краска, хрупкий, тонкий, матовый, бледно-жёлтый";0
ego;"эго, субъект";0
egypt;египет;0
egyptian;"египетский, египтянин, египтянка";0
eighteenth;"восемнадцатый, равный восемнадцатой части, составляющий одну восемнадцатую часть восемнадцатая часть, восемнадцатый по счёту элемент";0
ejaculate;"извергать, выбрасывать, выпускать, эякулировать, извергать семя, восклицать, вскрикивать, сперма, эякулят, семенная жидкость";0
elapse;"проходить, истекать";0
elastic;"упругий, эластичный, резинка, эластик";0
elasticity;"упругость, эластичность";0
elderly;пожилой;0
eldest;"самый старший, самый ранний, первый ";0
elected;"избирать, выбирать, избранник";0
election;"выборы, избрание";0
elective;"выборный, факультативный, избирательный";0
elector;"избиратель, выборщик, член коллегии выборщиков ";0
electoral;"избирательный, выборный";0
electorate;"электорат, избиратели, избирательный округ";0
electric;электрический;0
electrical;"электрический, электротехнический";0
electrician;электрик;0
electricity;"электричество, электроэнергия";0
electrode;"электрод, электродный";0
electromagnetic;электромагнитный;0
electron;"электрон, электронный";0
elegance;элегантность;0
elegy;элегия;0
element;"элемент, стихия, часть, деталь, орган, звено, устройство, частица";0
elemental;"стихийный, элементарный, простой, основной, элементный";0
elementary;"элементарный, начальный, простейший, первоначальный, первичный";0
elevation;"повышение, поднятие, элевация, возвышение, возвышенность, высота, повышение в должности, величие, возвышенность, угол возвышения, вертикальная наводка, высота небесного тела над горизонтом, вертикаль, профиль";0
eleventh;"одиннадцатый, равный одиннадцатой части, составляющий одиннадцатую часть одиннадцатая часть, одиннадцатое число, ундецима на одиннадцатом месте";0
elf;"от  крайне низкая частота, кнч";0
elimination;"исключение, удаление, изгнание, элиминация, элиминирование, устранение, уничтожение, ликвидация, отсев, отсеивание, исключение, устранение, исключение, разглашение тайны";0
elizabethan;"елизаветинский, времён королевы елизаветы первой, елизаветинец, современник елизаветинской поры ";0
elm;"вяз, ильм";0
elongate;"удлинять, вытянутый, растягивать";0
else;"иначе, другой";0
elsewhere;"где-то в другом месте, куда-то в другое место";0
elucidate;"разъяснять, пояснять";0
elusive;"неуловимый, уклончивый";0
email;эл.почта;0
emanate;"исходить, излучать, истекать";0
emancipation;"освобождение, высвобождение, раскрепощение, эмансипация, свобода, избавление, совершеннолетие, выход из-под родительской опеки";0
embargo;"эмбарго, запрет";0
embark;"грузиться, грузить";0
embarrassing;"смущающий, стеснительный";0
embarrassment;"смущение, замешательство, затруднение, помеха, смятение";0
embellish;"украшать, приукрашивать";0
embolden;"подбодрять, давать смелость, вселять мужество";0
emboss;"выбивать, чеканить, тиснить, делать выпуклый рисунок, лепить рельеф, украшать рельефом, выделяться, выступать, пышно украшать";0
embroider;"вышивать, приукрашивать";0
embroidery;"вышивка, вышивание, вышивальный, вышитое изделие";0
embryo;"эмбрион, зародыш";0
embryonic;"эмбриональный, зародышевый";0
emerald;"изумрудный, изумруд";0
emergence;"появление, возникновение, выход";0
emerging;"появляться, возникать, выходить, выявляться, выясняться, всплывать, обнаруживаться";0
emeritus;"почётный ";0
emery;"наждачный, наждак, шлифовальный";0
emigrate;"эмигрировать, переселяться, высылать, переселять, перемещать ";0
emigration;"эмиграция, переселение, отъезд, переселение души, эмиграция, эмигранты";0
eminence;"возвышенность, возвышение, высота, высокое положение";0
emir;эмир;0
emissary;"агент, эмиссар, тайный агент, лазутчик, разведчик, шпион, канал, проток, выход, сток, излучаемый, испускаемый, посланный с миссией, поручением, заданием, исходящий, отходящий, ответвляющийся ";0
emotional;эмоциональный;0
emotionally;"эмоционально, с чувством, волнуясь, возбуждённо, экспрессивно, эмоционально, в отношении эмоций";0
emotive;"мотив, причина, побуждение, повод, движущий, побуждать, мотивировать, двигательный";0
empathy;"эмпатия, сопереживание";0
"emphasis ";"акцент, ударение, выделение, подчеркивание, эмфаза";0
emphasize;"подчеркивать, выделять, акцентировать";0
emphatic;"выразительный, экспрессивный, эмфатический, эмфатический, настойчивый, настоятельный, подчёркнутый, упорный, эмоциональный, яркий, экспрессивный, оказывающий сильное впечатление, впечатляющий";0
empirical;"эмпирический, опытный";0
employment;"занятость, работа, трудоустройство, наем, служба, занятие, применение, использование, прием, профессия";0
emporium;"торговый центр, большой магазин, универмаг, рынок, товарный склад, товарная база";0
empowerment;"доверенность, полномочие";0
empress;императрица;0
emulate;"эмулировать, имитировать, соревноваться";0
enamel;"эмаль, эмалировать, эмалевый, финифть, зубная эмаль";0
encapsulate;"инкапсулировать, герметизировать";0
encircle;"окружать, делать круг";0
enclave;"анклав ";0
enclosure;ограда;0
encode;"кодировать, закодировать, шифровать";0
encore;"бис! ещё! вызов на бис, крики бис требовать повторения, кричать бис, вызывать";0
encouragement;"поощрение, поддержка, ободрение, содействие, воодушевление";0
encouraging;"обнадеживающий, ободряющий";0
endangered;"находящийся под угрозой исчезновения";0
endear;"заставить полюбить, внушить любовь";0
"endeavor ";"попытка, стремление, стараться";0
ending;"конец, окончание";0
endless;"бесконечный, беспредельный, вечный, нескончаемый, бессчётный, бесчисленный, многократный, бесконечный, непрерывный";0
endlessly;"нескончаемо, бесконечно";0
endogenous;эндогенный;0
endorsement;поддержка;0
endoscopic;эндоскопический;0
endoscopy;эндоскопия;0
endowment;"пожертвование, вклад, дар, дарование";0
enema;клизма;0
enforcement;"взыскание, принуждение, правоприменение, принудительное применение";0
engage;"заниматься, занимать, привлекать, нанимать, включать, захватывать, обязываться, сцепляться, зацепляться, зацеплять";0
engagement;"помолвка, обязательство, дело, обручение, занятие, зацепление, включение, договоренность";0
engineering;"инженерный, технический, машиностроение, инженерия, техника, проектирование, разработка, машиностроительный, инжиниринг, технология";0
engrave;"гравировать, резать, вырезать, высекать, запечатлевать";0
engulf;"поглощать, заглатывать, засасывать";0
enhanced;"повышенный, усиленный, усовершенствованный";0
enhancement;"повышение, прирост, увеличение, улучшение, оздоровление ";0
enigma;"головоломка, загадка, что-л. загадочное";0
enjoyable;"приятный, доставляющий удовольствие";0
enjoyment;"удовольствие, наслаждение";0
enlarged;"расширенный, увеличенный";0
enlightened;"освещённый, просвещённый, хорошо информированный, свободный от предрассудков и суеверий";0
enlightenment;"просвещение, просвещенность, образование, обучение, просвещение";0
enormity;"гнусность, чудовищность чудовищное преступление, громадность, широта";0
enormously;"весьма, очень, чрезвычайно";0
enquire&nbsp;"гл., осведомляться, справляться, спрашивать, искать, наводить справки, разузнавать, выяснять, расследовать";0
